,stop_id,stop_name,stop_lat,stop_lon,GEOID,NAMELSAD,geometry,index_right,PUMA,Shape_Leng,Shape_Area
35,400062,MALCOLM X BL/W 139 ST,40.81694,-73.938615,36061,New York County,POINT (-73.938615 40.81693999999999),12.0,3803,38111.6886704,39843953.7438
36,400065,MALCOLM X BL/W 145 ST,40.820679999999996,-73.935873,36061,New York County,POINT (-73.935873 40.82067999999998),12.0,3803,38111.6886704,39843953.7438
37,400066,W 147 ST/MALCOLM X BL,40.821952,-73.93572900000001,36061,New York County,POINT (-73.93572900000001 40.82195199999999),12.0,3803,38111.6886704,39843953.7438
38,400067,W 147 ST/ADAM C POWELL BL,40.822853,-73.937867,36061,New York County,POINT (-73.937867 40.82285299999999),12.0,3803,38111.6886704,39843953.7438
39,400069,GREENWICH ST/MORRIS ST,40.706025,-74.014308,36061,New York County,POINT (-74.014308 40.70602499999999),19.0,3810,122526.958548,81024704.0028
40,400070,TRINITY PL/RECTOR ST,40.708007,-74.012714,36061,New York County,POINT (-74.012714 40.708007),19.0,3810,122526.958548,81024704.0028
41,400071,CHURCH ST/LIBERTY ST,40.710015999999996,-74.011358,36061,New York County,POINT (-74.011358 40.71001599999997),19.0,3810,122526.958548,81024704.0028
42,400081,CLEVELAND  PL/SPRING ST,40.722433,-73.997008,36061,New York County,POINT (-73.99700799999999 40.72243299999999),19.0,3810,122526.958548,81024704.0028
43,400083,LAFAYETTE ST/E HOUSTON ST,40.725227000000004,-73.995147,36061,New York County,POINT (-73.995147 40.72522699999998),19.0,3810,122526.958548,81024704.0028
44,400085,LAFAYETTE ST/E 4 ST,40.728066,-73.99284899999999,36061,New York County,POINT (-73.99284899999999 40.728066),19.0,3810,122526.958548,81024704.0028
45,400086,LAFAYETTE ST/ASTOR PL,40.729751,-73.991427,36061,New York County,POINT (-73.991427 40.729751),19.0,3810,122526.958548,81024704.0028
46,400087,W 146 ST/MALCOLM X BL,40.821178,-73.935956,36061,New York County,POINT (-73.935956 40.821178),12.0,3803,38111.6886704,39843953.7438
47,400088,MALCOLM X BL/W 145 ST,40.820359,-73.93646,36061,New York County,POINT (-73.93646 40.82035899999999),12.0,3803,38111.6886704,39843953.7438
48,400089,MALCOLM X BL/W 142 ST,40.818247,-73.93800300000001,36061,New York County,POINT (-73.93800300000001 40.81824699999999),12.0,3803,38111.6886704,39843953.7438
49,400091,W 139 ST/MALCOLM X BL,40.816381,-73.938746,36061,New York County,POINT (-73.93874599999999 40.81638100000001),12.0,3803,38111.6886704,39843953.7438
50,400092,5 AV/W 138 ST,40.815202,-73.93598,36061,New York County,POINT (-73.93598 40.81520199999998),12.0,3803,38111.6886704,39843953.7438
51,400093,5 AV/W 137 ST,40.813790999999995,-73.937003,36061,New York County,POINT (-73.937003 40.81379099999998),12.0,3803,38111.6886704,39843953.7438
52,400094,5 AV/W 135 ST,40.812365,-73.93804499999999,36061,New York County,POINT (-73.93804499999999 40.812365),12.0,3803,38111.6886704,39843953.7438
53,400095,5 AV/W 132 ST,40.81062,-73.93928199999999,36061,New York County,POINT (-73.93928199999999 40.81061999999999),12.0,3803,38111.6886704,39843953.7438
54,400096,5 AV/W 130 ST,40.809346999999995,-73.940208,36061,New York County,POINT (-73.940208 40.80934699999997),12.0,3803,38111.6886704,39843953.7438
55,400097,5 AV/W 128 ST,40.808076,-73.941141,36061,New York County,POINT (-73.941141 40.80807600000001),12.0,3803,38111.6886704,39843953.7438
56,400098,5 AV/W 125 ST,40.806137,-73.942555,36061,New York County,POINT (-73.942555 40.80613699999999),12.0,3803,38111.6886704,39843953.7438
57,400099,MT MORRIS PK W/W 124 ST,40.80619,-73.944603,36061,New York County,POINT (-73.944603 40.80618999999998),12.0,3803,38111.6886704,39843953.7438
58,400100,MT MORRIS PK W/W 121 ST,40.804583,-73.94566,36061,New York County,POINT (-73.94566 40.80458299999998),12.0,3803,38111.6886704,39843953.7438
59,400101,W 120 ST/5 AV,40.80322,-73.944671,36061,New York County,POINT (-73.944671 40.80321999999998),12.0,3803,38111.6886704,39843953.7438
60,400102,5 AV/W 118 ST,40.801694,-73.945835,36061,New York County,POINT (-73.945835 40.80169399999999),12.0,3803,38111.6886704,39843953.7438
61,400103,5 AV/W 116 ST,40.800354999999996,-73.946815,36061,New York County,POINT (-73.946815 40.80035499999998),12.0,3803,38111.6886704,39843953.7438
62,400105,5 AV/W 112 ST,40.79786,-73.948595,36061,New York County,POINT (-73.948595 40.79786),12.0,3803,38111.6886704,39843953.7438
63,400107,5 AV/EAST 109 ST,40.796533000000004,-73.94957,36061,New York County,POINT (-73.94956999999999 40.796533),15.0,3806,47538.4259936,88497862.2383
64,400108,5 AV/E 108 ST,40.795513,-73.950319,36061,New York County,POINT (-73.95031899999999 40.79551299999999),15.0,3806,47538.4259936,88497862.2383
65,400109,5 AV/E 106 ST,40.794176,-73.951287,36061,New York County,POINT (-73.95128699999999 40.79417599999999),15.0,3806,47538.4259936,88497862.2383
66,400110,5 AV/E 104 ST,40.793073,-73.952097,36061,New York County,POINT (-73.95209700000001 40.79307299999997),15.0,3806,47538.4259936,88497862.2383
67,400111,5 AV/E 102 ST,40.79157,-73.953182,36061,New York County,POINT (-73.953182 40.79156999999997),15.0,3806,47538.4259936,88497862.2383
68,400115,5 AV/E 94 ST,40.786559000000004,-73.95686500000001,36061,New York County,POINT (-73.95686500000001 40.78655899999999),15.0,3806,47538.4259936,88497862.2383
69,400116,5 AV/E 92 ST,40.785462,-73.95766,36061,New York County,POINT (-73.95766 40.78546199999999),15.0,3806,47538.4259936,88497862.2383
70,400117,5 AV/E 90 ST,40.783993,-73.958712,36061,New York County,POINT (-73.95871200000001 40.78399299999997),15.0,3806,47538.4259936,88497862.2383
71,400118,5 AV/E 87 ST,40.782181,-73.960036,36061,New York County,POINT (-73.960036 40.78218100000001),15.0,3806,47538.4259936,88497862.2383
72,400119,5 AV/E 84 ST,40.780435,-73.961321,36061,New York County,POINT (-73.961321 40.78043499999997),15.0,3806,47538.4259936,88497862.2383
73,400122,5 AV/E 77 ST,40.77561,-73.964837,36061,New York County,POINT (-73.964837 40.77560999999999),15.0,3806,47538.4259936,88497862.2383
74,400123,5 AV/E 75 ST,40.774356,-73.965776,36061,New York County,POINT (-73.96577600000001 40.77435599999999),15.0,3806,47538.4259936,88497862.2383
75,400124,5 AV/E 72 ST,40.771799,-73.967626,36061,New York County,POINT (-73.967626 40.77179899999999),15.0,3806,47538.4259936,88497862.2383
76,400125,5 AV/E 69 ST,40.770259,-73.968739,36061,New York County,POINT (-73.968739 40.77025899999999),15.0,3806,47538.4259936,88497862.2383
77,400126,5 AV/W 66 ST,40.768234,-73.970238,36061,New York County,POINT (-73.97023799999999 40.76823399999998),15.0,3806,47538.4259936,88497862.2383
78,400127,5 AV/E 63 ST,40.767348999999996,-73.97084100000001,36061,New York County,POINT (-73.97084100000001 40.76734899999997),15.0,3806,47538.4259936,88497862.2383
79,400128,5 AV/E 61 ST,40.766083,-73.971777,36061,New York County,POINT (-73.971777 40.76608299999998),15.0,3806,47538.4259936,88497862.2383
80,400153,BROADWAY/WAVERLY PL,40.7294,-73.993516,36061,New York County,POINT (-73.993516 40.7294),19.0,3810,122526.958548,81024704.0028
81,400154,BROADWAY/W 3 ST,40.727539,-73.9951,36061,New York County,POINT (-73.99509999999999 40.72753899999998),19.0,3810,122526.958548,81024704.0028
82,400155,BROADWAY/BLEECKER ST,40.726263,-73.996172,36061,New York County,POINT (-73.996172 40.726263),19.0,3810,122526.958548,81024704.0028
83,400157,BROADWAY/SPRING ST,40.722843,-73.999066,36061,New York County,POINT (-73.999066 40.72284299999997),19.0,3810,122526.958548,81024704.0028
84,400159,BROADWAY/GRAND ST,40.720690999999995,-74.00089100000001,36061,New York County,POINT (-74.00089100000001 40.72069099999999),19.0,3810,122526.958548,81024704.0028
85,400161,BROADWAY/WALKER ST,40.718758,-74.002543,36061,New York County,POINT (-74.002543 40.718758),19.0,3810,122526.958548,81024704.0028
86,400163,BROADWAY/THOMAS ST,40.715865,-74.004977,36061,New York County,POINT (-74.004977 40.71586499999999),19.0,3810,122526.958548,81024704.0028
87,400166,BROADWAY/PARK PL,40.712679,-74.007665,36061,New York County,POINT (-74.007665 40.71267899999999),19.0,3810,122526.958548,81024704.0028
88,400168,BROADWAY/CORTLANDT ST,40.709969,-74.00994200000001,36061,New York County,POINT (-74.00994200000001 40.70996899999999),19.0,3810,122526.958548,81024704.0028
89,400170,BROADWAY/RECTOR ST,40.707553999999995,-74.01196,36061,New York County,POINT (-74.01196 40.70755399999999),19.0,3810,122526.958548,81024704.0028
90,400176,E 9 ST/BROADWAY,40.731425,-73.992408,36061,New York County,POINT (-73.992408 40.73142499999999),19.0,3810,122526.958548,81024704.0028
91,400224,CENTRAL PK N/MALCOLM X BL,40.798395,-73.952601,36061,New York County,POINT (-73.952601 40.798395),12.0,3803,38111.6886704,39843953.7438
92,400225,CENTRAL PK N/ADAM C POWELL BL,40.799354,-73.954975,36061,New York County,POINT (-73.954975 40.79935399999997),12.0,3803,38111.6886704,39843953.7438
93,400226,ADAM C POWELL BL/W 113 ST,40.801484,-73.953579,36061,New York County,POINT (-73.953579 40.80148399999999),12.0,3803,38111.6886704,39843953.7438
94,400227,ADAM C POWELL BL/W 137 ST,40.816789,-73.94240500000001,36061,New York County,POINT (-73.94240500000001 40.81678899999999),12.0,3803,38111.6886704,39843953.7438
95,400228,ADAM C POWELL BL/W 116 ST,40.803426,-73.952158,36061,New York County,POINT (-73.952158 40.80342599999999),12.0,3803,38111.6886704,39843953.7438
96,400230,ADAM C POWELL BL/W 121 ST,40.806598,-73.949844,36061,New York County,POINT (-73.949844 40.80659799999999),12.0,3803,38111.6886704,39843953.7438
97,400231,ADAM C POWELL BL/W 123 ST,40.807520000000004,-73.949175,36061,New York County,POINT (-73.949175 40.80751999999999),12.0,3803,38111.6886704,39843953.7438
98,400233,ADAM C POWELL BL/W 127 ST,40.810475,-73.947009,36061,New York County,POINT (-73.94700899999999 40.81047499999997),12.0,3803,38111.6886704,39843953.7438
99,400234,ADAM C POWELL BL/W 129 ST,40.811718,-73.946105,36061,New York County,POINT (-73.946105 40.81171799999998),12.0,3803,38111.6886704,39843953.7438
100,400236,ADAM C POWELL BL/W 133 ST,40.81419,-73.9443,36061,New York County,POINT (-73.9443 40.81419),12.0,3803,38111.6886704,39843953.7438
101,400237,ADAM C POWELL BL/W 135 ST,40.815549,-73.943309,36061,New York County,POINT (-73.943309 40.81554899999998),12.0,3803,38111.6886704,39843953.7438
102,400238,ADAM C POWELL BL/W 139 ST,40.818034000000004,-73.94149,36061,New York County,POINT (-73.94149 40.81803399999998),12.0,3803,38111.6886704,39843953.7438
103,400239,ADAM C POWELL BL/W 141 ST,40.819296,-73.94057099999999,36061,New York County,POINT (-73.94057099999999 40.81929599999999),12.0,3803,38111.6886704,39843953.7438
104,400240,ADAM C POWELL BL/W 143 ST,40.820515,-73.93968100000001,36061,New York County,POINT (-73.93968100000001 40.820515),12.0,3803,38111.6886704,39843953.7438
105,400241,ADAM C POWELL BL/W 145 ST,40.821878000000005,-73.938687,36061,New York County,POINT (-73.938687 40.82187800000002),12.0,3803,38111.6886704,39843953.7438
106,400242,ADAM C POWELL BL/W 147 ST,40.823105,-73.937789,36061,New York County,POINT (-73.937789 40.82310499999998),12.0,3803,38111.6886704,39843953.7438
107,400248,EDGECOMBE AV/W 155 ST,40.830904,-73.940279,36061,New York County,POINT (-73.940279 40.83090399999998),10.0,3801,62589.0551493,81247268.6263
108,400249,EDGECOMBE AV/W 158 ST,40.832912,-73.939461,36061,New York County,POINT (-73.93946099999999 40.83291199999999),10.0,3801,62589.0551493,81247268.6263
109,400250,EDGECOMBE AV/W 160 ST,40.834045,-73.938133,36061,New York County,POINT (-73.93813299999999 40.83404499999997),10.0,3801,62589.0551493,81247268.6263
110,400251,EDGECOMBE AV/W 162 ST,40.835242,-73.937496,36061,New York County,POINT (-73.93749600000001 40.83524199999998),10.0,3801,62589.0551493,81247268.6263
111,400252,EDGECOMBE AV/W 164 ST,40.836657,-73.936852,36061,New York County,POINT (-73.936852 40.836657),10.0,3801,62589.0551493,81247268.6263
112,400258,BROADWAY/W 168 ST,40.841041,-73.939971,36061,New York County,POINT (-73.939971 40.84104099999997),10.0,3801,62589.0551493,81247268.6263
113,400259,W 166 ST/ST NICHOLAS AV,40.839624,-73.940184,36061,New York County,POINT (-73.940184 40.83962399999998),10.0,3801,62589.0551493,81247268.6263
114,400263,EDGECOMBE AV/W 164 ST,40.836219,-73.93723100000001,36061,New York County,POINT (-73.93723100000001 40.836219),10.0,3801,62589.0551493,81247268.6263
115,400264,EDGECOMBE AV/W 162 ST,40.835011,-73.937775,36061,New York County,POINT (-73.937775 40.83501099999999),10.0,3801,62589.0551493,81247268.6263
116,400265,EDGECOMBE AV/W 160 ST,40.833653000000005,-73.938817,36061,New York County,POINT (-73.938817 40.833653),10.0,3801,62589.0551493,81247268.6263
117,400266,EDGECOMBE AV/W 158 ST,40.832421000000004,-73.93990500000001,36061,New York County,POINT (-73.93990500000001 40.83242099999999),10.0,3801,62589.0551493,81247268.6263
118,400267,EDGECOMBE AV/W 155 ST,40.830618,-73.940438,36061,New York County,POINT (-73.94043800000001 40.83061799999997),10.0,3801,62589.0551493,81247268.6263
119,400268,W 155 ST/EDGECOMBE AV,40.830182,-73.939846,36061,New York County,POINT (-73.939846 40.83018199999997),11.0,3802,37927.824564,46903009.3879
120,400271,ADAM C POWELL BL/W 154 ST,40.827304999999996,-73.935386,36061,New York County,POINT (-73.93538599999999 40.82730499999999),12.0,3803,38111.6886704,39843953.7438
121,400272,ADAM C POWELL BL/W 151 ST,40.826046999999996,-73.936048,36061,New York County,POINT (-73.936048 40.82604699999998),12.0,3803,38111.6886704,39843953.7438
122,400273,ADAM C POWELL BL/W 149 ST,40.824628000000004,-73.937101,36061,New York County,POINT (-73.937101 40.82462799999998),12.0,3803,38111.6886704,39843953.7438
123,400274,ADAM C POWELL BL/W 148 ST,40.823366,-73.938028,36061,New York County,POINT (-73.938028 40.82336599999998),12.0,3803,38111.6886704,39843953.7438
124,400275,ADAM C POWELL BL/W 145 ST,40.821387,-73.939471,36061,New York County,POINT (-73.939471 40.82138699999997),12.0,3803,38111.6886704,39843953.7438
125,400276,ADAM C POWELL BL/W 142 ST,40.819534999999995,-73.94082,36061,New York County,POINT (-73.94082 40.81953499999999),12.0,3803,38111.6886704,39843953.7438
126,400277,ADAM C POWELL BL/W 140 ST,40.818303,-73.941721,36061,New York County,POINT (-73.941721 40.81830299999999),12.0,3803,38111.6886704,39843953.7438
127,400278,ADAM C POWELL BL/W 138 ST,40.817028,-73.942661,36061,New York County,POINT (-73.942661 40.81702799999999),12.0,3803,38111.6886704,39843953.7438
128,400279,ADAM C POWELL BL/W 135 ST,40.815277,-73.94390899999999,36061,New York County,POINT (-73.94390899999999 40.81527699999997),12.0,3803,38111.6886704,39843953.7438
129,400280,ADAM C POWELL BL/W 132 ST,40.813155,-73.945461,36061,New York County,POINT (-73.94546099999999 40.81315499999997),12.0,3803,38111.6886704,39843953.7438
130,400281,ADAM C POWELL BL/W 130 ST,40.812037,-73.94625699999999,36061,New York County,POINT (-73.94625699999999 40.81203699999997),12.0,3803,38111.6886704,39843953.7438
131,400282,ADAM C POWELL BL/W 128 ST,40.810701,-73.947255,36061,New York County,POINT (-73.947255 40.81070099999999),12.0,3803,38111.6886704,39843953.7438
132,400283,ADAM C POWELL BL/W 125 ST,40.80918,-73.948379,36061,New York County,POINT (-73.948379 40.80917999999999),12.0,3803,38111.6886704,39843953.7438
133,400284,ADAM C POWELL BL/W 122 ST,40.806837,-73.950097,36061,New York County,POINT (-73.950097 40.80683699999999),12.0,3803,38111.6886704,39843953.7438
134,400285,ADAM C POWELL BL/W 120 ST,40.805602,-73.950997,36061,New York County,POINT (-73.950997 40.80560199999998),12.0,3803,38111.6886704,39843953.7438
135,400287,ADAM C POWELL BL/W 116 ST,40.803591,-73.952433,36061,New York County,POINT (-73.952433 40.803591),12.0,3803,38111.6886704,39843953.7438
136,400288,ADAM C POWELL BL/W 114 ST,40.801714000000004,-73.953836,36061,New York County,POINT (-73.953836 40.801714),12.0,3803,38111.6886704,39843953.7438
137,400289,ADAM C POWELL BL/W 112 ST,40.80046,-73.95475,36061,New York County,POINT (-73.95475 40.80045999999998),12.0,3803,38111.6886704,39843953.7438
138,400290,CENTRAL PK N/ADAM C POWELL BL,40.799172999999996,-73.95486,36061,New York County,POINT (-73.95486 40.79917299999999),15.0,3806,47538.4259936,88497862.2383
139,400292,CENTRAL PK N/5 AV,40.796597,-73.949515,36061,New York County,POINT (-73.94951500000001 40.79659699999998),15.0,3806,47538.4259936,88497862.2383
140,400322,5 AV/W 39 ST,40.75131,-73.982589,36061,New York County,POINT (-73.98258900000002 40.75130999999999),16.0,3807,71863.8360436,85622064.5857
141,400323,5 AV/W 35 ST,40.749477,-73.983921,36061,New York County,POINT (-73.983921 40.749477),16.0,3807,71863.8360436,85622064.5857
142,400324,5 AV/W 33 ST,40.747494,-73.985338,36061,New York County,POINT (-73.985338 40.747494),16.0,3807,71863.8360436,85622064.5857
143,400325,5 AV/W 31 ST,40.746263,-73.98626800000001,36061,New York County,POINT (-73.98626800000002 40.746263),16.0,3807,71863.8360436,85622064.5857
144,400326,5 AV/W 29 ST,40.745072,-73.987134,36061,New York County,POINT (-73.987134 40.745072),16.0,3807,71863.8360436,85622064.5857
145,400327,5 AV/W 26 ST,40.743132,-73.988487,36061,New York County,POINT (-73.98848700000001 40.74313199999999),16.0,3807,71863.8360436,85622064.5857
146,400329,5 AV/W 23 ST,40.741240000000005,-73.990062,36061,New York County,POINT (-73.99006199999999 40.74123999999998),16.0,3807,71863.8360436,85622064.5857
147,400330,5 AV/W 20 ST,40.739407,-73.99126,36061,New York County,POINT (-73.99126 40.73940699999997),16.0,3807,71863.8360436,85622064.5857
148,400331,5 AV/W 17 ST,40.73767,-73.99252299999999,36061,New York County,POINT (-73.99252299999999 40.73766999999999),16.0,3807,71863.8360436,85622064.5857
149,400333,5 AV/W 12 ST,40.734469,-73.994847,36061,New York County,POINT (-73.99484699999999 40.73446899999998),19.0,3810,122526.958548,81024704.0028
150,400334,5 AV/W 10 ST,40.733222999999995,-73.995749,36061,New York County,POINT (-73.995749 40.73322299999998),19.0,3810,122526.958548,81024704.0028
151,400335,E 8 ST/5 AV,40.731996,-73.995926,36061,New York County,POINT (-73.995926 40.73199599999998),19.0,3810,122526.958548,81024704.0028
152,400336,E 8 ST/UNIVERSITY PL,40.731417,-73.994502,36061,New York County,POINT (-73.994502 40.73141699999997),19.0,3810,122526.958548,81024704.0028
153,400337,E 8 ST/MERCER ST,40.730709000000004,-73.992838,36061,New York County,POINT (-73.99283800000001 40.730709),19.0,3810,122526.958548,81024704.0028
154,400352,MADISON AV/E 30 ST,40.745509999999996,-73.984493,36061,New York County,POINT (-73.984493 40.74550999999996),16.0,3807,71863.8360436,85622064.5857
155,400353,32 ST/MADISON AV,40.746522,-73.984127,36061,New York County,POINT (-73.984127 40.74652199999998),16.0,3807,71863.8360436,85622064.5857
156,400354,MADISON AV/E 34 ST,40.748328,-73.982437,36061,New York County,POINT (-73.982437 40.74832799999998),16.0,3807,71863.8360436,85622064.5857
157,400358,MADISON AV/E 45 ST,40.755233000000004,-73.97740300000001,36061,New York County,POINT (-73.97740300000001 40.755233),16.0,3807,71863.8360436,85622064.5857
158,400359,MADISON AV/E 47 ST,40.756492,-73.976474,36061,New York County,POINT (-73.976474 40.756492),16.0,3807,71863.8360436,85622064.5857
159,400360,MADISON AV/E 49 ST,40.757754999999996,-73.975576,36061,New York County,POINT (-73.975576 40.75775499999999),16.0,3807,71863.8360436,85622064.5857
160,400361,MADISON AV/E 52 ST,40.759636,-73.974182,36061,New York County,POINT (-73.974182 40.75963599999999),16.0,3807,71863.8360436,85622064.5857
161,400362,MADISON AV/E 55  ST,40.761509000000004,-73.97282,36061,New York County,POINT (-73.97282 40.761509),16.0,3807,71863.8360436,85622064.5857
162,400363,MADISON AV/E 57 ST,40.762858,-73.971838,36061,New York County,POINT (-73.97183800000001 40.762858),16.0,3807,71863.8360436,85622064.5857
163,400364,MADISON AV/E 60  ST,40.764672999999995,-73.970473,36061,New York County,POINT (-73.970473 40.76467299999997),14.0,3805,54449.5033787,55222267.9563
164,400390,CATHEDRAL PY/FRED DOUGLASS BL,40.800779999999996,-73.958486,36061,New York County,POINT (-73.95848599999999 40.80078),12.0,3803,38111.6886704,39843953.7438
165,400394,MANHATTAN AV/W 116 ST,40.804877000000005,-73.95684200000001,36061,New York County,POINT (-73.95684200000001 40.804877),12.0,3803,38111.6886704,39843953.7438
166,400395,MANHATTAN AV/W 119 ST,40.807171000000004,-73.955168,36061,New York County,POINT (-73.95516800000001 40.807171),12.0,3803,38111.6886704,39843953.7438
167,400396,MANHATTAN AV/W 121 ST,40.808446999999994,-73.954236,36061,New York County,POINT (-73.95423599999999 40.80844699999998),12.0,3803,38111.6886704,39843953.7438
168,400398,ST NICHOLAS AV/W 127 ST,40.812206,-73.951155,36061,New York County,POINT (-73.951155 40.81220599999997),12.0,3803,38111.6886704,39843953.7438
169,400399,ST NICHOLAS AV/W 130 ST,40.814014,-73.949575,36061,New York County,POINT (-73.949575 40.81401399999999),12.0,3803,38111.6886704,39843953.7438
170,400400,ST NICHOLAS AV/W 133 ST,40.815562,-73.948647,36061,New York County,POINT (-73.94864699999999 40.81556199999999),12.0,3803,38111.6886704,39843953.7438
171,400401,ST NICHOLAS AV/W 135 ST,40.81728,-73.947885,36061,New York County,POINT (-73.947885 40.81727999999997),12.0,3803,38111.6886704,39843953.7438
172,400403,ST NICHOLAS AV/W 139 ST,40.82015,-73.946481,36061,New York County,POINT (-73.94648100000001 40.82014999999998),12.0,3803,38111.6886704,39843953.7438
173,400404,ST NICHOLAS AV/W 141 ST,40.821124,-73.946034,36061,New York County,POINT (-73.946034 40.82112399999996),12.0,3803,38111.6886704,39843953.7438
174,400405,ST NICHOLAS AV/W 144 ST,40.823278,-73.945037,36061,New York County,POINT (-73.945037 40.82327799999997),11.0,3802,37927.824564,46903009.3879
